id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,curator,is_ppi
1571,CPI-CS0E5E6A50E,1596,557,uniprot;reactome,curated,LGarciaAlonso,False
1572,CPI-CS0DEA717AA,1635,557,uniprot;reactome;IUPHAR,curated,JCranley,False
1573,CPI-CS02C89A362,1636,557,uniprot;reactome;IUPHAR,curated,JCranley,False
1574,CPI-CS0130E63E9,1634,557,uniprot;reactome;IUPHAR,curated,JCranley,False
1575,CPI-CS0682222D2,1596,432,uniprot;reactome,curated,LGarciaAlonso,False
1576,CPI-CS0398DD932,1635,432,uniprot;reactome;IUPHAR,curated,JCranley,False
1577,CPI-CS039F33B17,1636,432,uniprot;reactome;IUPHAR,curated,JCranley,False
1578,CPI-CS01A3157EB,1634,432,uniprot;reactome;IUPHAR,curated,JCranley,False
1579,CPI-CS0A0936BD6,1596,433,uniprot;reactome,curated,LGarciaAlonso,False
1580,CPI-CS01EE6EF03,1635,433,uniprot;reactome;IUPHAR,curated,JCranley,False
1581,CPI-CS017E74D3E,1636,433,uniprot;reactome;IUPHAR,curated,JCranley,False
1582,CPI-CS063480C92,1634,433,uniprot;reactome;IUPHAR,curated,JCranley,False
1583,CPI-SC04220334A,796,1577,PMID:25448692,curated,LGarciaAlonso,True
1584,CPI-SC0351D1E88,796,1578,PMID:25448692,curated,LGarciaAlonso,True
1585,CPI-SC054175DCB,796,1579,PMID:25448692,curated,LGarciaAlonso,True
1586,CPI-SS0339AE950,698,745,Reviewed_in_PMID:23602662,curated,RVentoTormo,True
1587,CPI-SS0C1B7C152,1032,745,PMID:15294972,curated,RVentoTormo,True
1588,CPI-SS07D508428,849,365,PMID:31900164,curated,LGarciaAlonso,True
1589,CPI-SS014C07723,93,365,PMID:31900164,curated,LGarciaAlonso,True
1590,CPI-SS027028983,112,1083,uniprot;PMID:10102268,curated,LGarciaAlonso,True
1591,CPI-SS0A932EB77,123,1083,reactome;uniprot;PMID:10102268,curated,LGarciaAlonso,True
1592,CPI-SS0D0235DCE,123,997,uniprot;PMID:10102268,curated,LGarciaAlonso,True
1593,CPI-SS0DB45E7DF,172,313,uniprot;HMRbase,curated,LGarciaAlonso,True
1594,CPI-SS0ACD3CCEE,171,313,uniprot;HMRbase,curated,LGarciaAlonso,True
1595,CPI-SS001D6BC6C,39,798,uniprot,curated,LGarciaAlonso,True
1596,CPI-SS03F821467,578,792,PMID:17971293,curated,RVentoTormo,True
1597,CPI-SS0E91D96D7,5,125,uniprot,curated,LGarciaAlonso,True
1598,CPI-SC03C27B368,450,1525,uniprot,curated,RVentoTormo,True
1599,CPI-SC08AC51E15,158,1525,5ffo;PDB,curated,RVentoTormo,True
1600,CPI-SC0DA808D76,308,1525,reactome,curated,LGarciaAlonso,True
1601,CPI-SS085EE60B1,158,728,uniprot,curated,RVentoTormo,True
1602,CPI-SS0178F5C45,696,728,uniprot,curated,RVentoTormo,True
1603,CPI-SS0D46E2B45,308,728,uniprot,curated,RVentoTormo,True
1604,CPI-SS0D62FB89C,439,728,Shilts screen - VALIDATED,curated,JShilts,True
1605,CPI-SC0DABCC4B5,158,1602,uniprot,curated,RVentoTormo,True
1606,CPI-SC070741884,696,1602,uniprot,curated,RVentoTormo,True
1607,CPI-SC051FC855D,308,1602,uniprot,curated,RVentoTormo,True
1608,CPI-SC01AADFEB3,158,1603,uniprot,curated,RVentoTormo,True
1609,CPI-SC0F36DD437,696,1603,uniprot,curated,RVentoTormo,True
1610,CPI-SC074D3FFBC,308,1603,uniprot,curated,RVentoTormo,True
1611,CPI-SC0202406F0,308,1526,reactome,curated,LGarciaAlonso,True
1612,CPI-SC0CC1EA9C5,146,1464,PDB:1hyr_partially,curated,RVentoTormo,True
1613,CPI-SC00EEDCBE2,228,1464,PDB:1m10_partially,curated,RVentoTormo,True
1614,CPI-SS09B583B3F,146,256,uniprot,curated,LGarciaAlonso,True
1615,CPI-SS058209EC7,146,1302,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1616,CPI-SS026335F55,146,1303,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1617,CPI-SS0BDC2B411,146,1304,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1618,CPI-SS0710B1B3A,1200,1304,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1619,CPI-CS0D01AFCC7,1607,426,HMRbase;uniprot;reactome,curated,LGarciaAlonso,False
1620,CPI-SS0F0492F71,226,1188,uniprot;reactome;IUPHAR,curated,JCranley,True
1621,CPI-CS079C9111D,1523,1188,uniprot;reactome;IUPHAR,curated,JCranley,True
1622,CPI-CS0F34D034A,1522,1188,uniprot;reactome;IUPHAR,curated,JCranley,True
1623,CPI-CS08AEE70BD,1608,374,uniprot;HMRbase;reactome,curated,LGarciaAlonso,True
1624,CPI-CS057BB9EE5,1609,374,uniprot;HMRbase;reactome,curated,LGarciaAlonso,True
1625,CPI-SS0C7833961,167,374,uniprot;reactome;IUPHAR,curated,JCranley,True
1626,CPI-SS02A8BD654,408,459,uniprot;reactome,curated,LGarciaAlonso,True
1627,CPI-SS0CDDDEE9F,1048,459,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1628,CPI-SS061ED1543,408,419,uniprot;reactome,curated,LGarciaAlonso,True
1629,CPI-SS0C9A68B24,1048,419,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1630,CPI-SS015B70BF9,408,495,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
1631,CPI-SS0F5177C81,1048,495,uniprot;reactome,curated,LGarciaAlonso,True
1632,CPI-SS0247B3C14,1071,935,uniprot;reactome,curated,JRodriguezUbreva,True
1633,CPI-SS018FE2F97,1071,721,uniprot,curated,RVentoTormo,True
1634,CPI-SS0B89DD8C1,122,721,uniprot,curated,RVentoTormo,True
1635,CPI-SS07FEEF0C3,1071,69,uniprot,curated,RVentoTormo,True
1636,CPI-SS06BA9088E,122,69,uniprot,curated,RVentoTormo,True
1637,CPI-SS095E52E66,647,1040,uniprot,curated,RVentoTormo,True
1638,CPI-SS085A1A34C,647,43,uniprot,curated,RVentoTormo,True
1639,CPI-SS001865B32,647,64,uniprot,curated,RVentoTormo,True
1640,CPI-SS053CE866E,647,68,uniprot,curated,RVentoTormo,True
1641,CPI-SS05A3055C3,647,50,uniprot,curated,RVentoTormo,True
1642,CPI-SS0F83BE97B,66,50,uniprot,curated,RVentoTormo,True
1643,CPI-SS0ED2573CA,66,1084,uniprot,curated,RVentoTormo,True
1644,CPI-SS02EF3E1BA,86,1001,uniprot,curated,RVentoTormo,True
1645,CPI-SS079DDF890,86,914,uniprot,curated,LGarciaAlonso,True
1646,CPI-SS0B0CF0EDF,126,914,reactome,curated,LGarciaAlonso,True
1647,CPI-SS0B9DC75DD,88,133,uniprot,curated,RVentoTormo,True
1648,CPI-SS029C6E8FA,126,133,uniprot,curated,RVentoTormo,True
1649,CPI-SS0943099D6,624,133,uniprot,curated,RVentoTormo,True
1650,CPI-SS0859C173B,88,567,uniprot,curated,RVentoTormo,True
1651,CPI-SS02C509183,738,567,uniprot,curated,RVentoTormo,True
1652,CPI-SS0FF51A757,1064,1078,uniprot,curated,RVentoTormo,True
1653,CPI-SS04B4619D0,183,398,uniprot,curated,RVentoTormo,True
1654,CPI-SS084BE3E4B,182,398,uniprot,curated,RVentoTormo,True
1655,CPI-SS0E7D5974D,183,407,uniprot,curated,RVentoTormo,True
1656,CPI-SS07D9A48A2,182,407,uniprot,curated,RVentoTormo,True
1657,CPI-SS04456F441,446,605,uniprot,curated,RVentoTormo,True
1658,CPI-SS0D168412F,624,461,uniprot,curated,RVentoTormo,True
1659,CPI-SS084306E19,536,488,uniprot,curated,RVentoTormo,True
1660,CPI-SS0431D2256,588,739,uniprot,curated,RVentoTormo,True
1661,CPI-SS0DC2DD9D7,579,580,uniprot,curated,RVentoTormo,True
1662,CPI-SS0A6D0C1BA,217,1066,uniprot,curated,LGarciaAlonso,True
1663,CPI-SS00F69C501,410,544,uniprot;HMRbase;reactome,curated,LGarciaAlonso,True
1664,CPI-CS05092CCAC,1611,16,HMRbase;uniprot,curated,LGarciaAlonso,False
1665,CPI-SS0C93E48D7,264,377,uniprot,curated,LGarciaAlonso,True
1666,CPI-SS0914C7C85,19,377,uniprot,curated,LGarciaAlonso,True
1667,CPI-SS036B08188,149,729,uniprot,curated,LGarciaAlonso,True
1668,CPI-SS033C67295,132,1054,uniprot;reactome,curated,LGarciaAlonso,True
1669,CPI-SS0706A559F,854,1054,uniprot;reactome,curated,MCSanchoSerra,True
1670,CPI-SS0C03F7CDC,362,561,uniprot,curated,RVentoTormo,True
1671,CPI-SS0EC8C81E0,642,561,uniprot,curated,RVentoTormo,True
1672,CPI-SS0EBA5A4D8,94,561,uniprot,curated,RVentoTormo,True
1673,CPI-SS005572B52,642,560,uniprot,curated,RVentoTormo,True
1674,CPI-SS0D883FFF1,94,560,uniprot,curated,RVentoTormo,True
1675,CPI-SC0152439C2,973,1440,PMID:28733458,curated,LGarciaAlonso,True
1676,CPI-SC036120F96,230,1440,PMID:24032637,curated,RVentoTormo,True
1677,CPI-SC0744403E1,144,1440,PMID:24532711,curated,RVentoTormo,True
1678,CPI-SC04B4CB182,1043,1440,PMID:24532711,curated,RVentoTormo,True
1679,CPI-SC0D5C7F2EB,291,1440,PMID:24532711,curated,RVentoTormo,True
1680,CPI-SC086EAFF18,915,1440,PMID:24532711,curated,RVentoTormo,True
1681,CPI-SC01A9C52E5,683,1440,PMID:24532711,curated,RVentoTormo,True
1682,CPI-SC03170177A,684,1440,PMID:24532711,curated,RVentoTormo,True
1683,CPI-SC094731290,685,1440,PMID:24532711,curated,RVentoTormo,True
1684,CPI-SC0F416B44F,978,1440,PMID:24532711,curated,RVentoTormo,True
1685,CPI-SC0B7534B27,1082,1440,PMID:24532711,curated,RVentoTormo,True
1686,CPI-SC073C44F4A,61,1440,PMID:24532711,curated,RVentoTormo,True
1687,CPI-SC029073BCD,686,1440,PMID:24032637,curated,RVentoTormo,True
1688,CPI-SC0F2C233F1,977,1440,PMID:24532711,curated,RVentoTormo,True
1689,CPI-SC061770B43,916,1440,PMID:24532711,curated,RVentoTormo,True
1690,CPI-SC0F16DF8F0,70,1440,PMID:24532711,curated,RVentoTormo,True
1691,CPI-SC0318621C2,71,1440,PMID:24532711,curated,RVentoTormo,True
1692,CPI-SC0065F5B8A,973,1441,PMID:28733458,curated,LGarciaAlonso,True
1693,CPI-SC0DBDDA697,230,1441,PMID:24032637,curated,RVentoTormo,True
1694,CPI-SC0735548E0,144,1441,PMID:24532711,curated,RVentoTormo,True
1695,CPI-SC07B9CD502,1043,1441,PMID:24532711,curated,RVentoTormo,True
1696,CPI-SC041A30C3B,291,1441,PMID:24532711,curated,RVentoTormo,True
1697,CPI-SC04091DFF6,915,1441,PMID:24532711,curated,RVentoTormo,True
1698,CPI-SC02CD1EEDE,683,1441,PMID:24532711,curated,RVentoTormo,True
1699,CPI-SC0B7D84FC7,684,1441,PMID:24532711,curated,RVentoTormo,True
1700,CPI-SC047C4B365,685,1441,PMID:24532711,curated,RVentoTormo,True
1701,CPI-SC056F0C465,978,1441,PMID:24532711,curated,RVentoTormo,True
1702,CPI-SC0750A0484,1082,1441,PMID:24532711,curated,RVentoTormo,True
1703,CPI-SC019E7AAA2,61,1441,PMID:24532711,curated,RVentoTormo,True
1704,CPI-SC03A2FEB5C,686,1441,PMID:24032637,curated,RVentoTormo,True
1705,CPI-SC0B94370C2,977,1441,PMID:24532711,curated,RVentoTormo,True
1706,CPI-SC0E6761C90,916,1441,PMID:24532711,curated,RVentoTormo,True
1707,CPI-SC0552DC1E5,70,1441,PMID:24532711,curated,RVentoTormo,True
1708,CPI-SC0199BFBB3,71,1441,PMID:24532711,curated,RVentoTormo,True
1709,CPI-SC012DB3194,973,1450,PMID:28733458,curated,LGarciaAlonso,True
1710,CPI-SC081332276,230,1450,PMID:24532711,curated,RVentoTormo,True
1711,CPI-SC08E2BBB8C,144,1450,PMID:24532711,curated,RVentoTormo,True
1712,CPI-SC04CC06812,1043,1450,PMID:24532711,curated,RVentoTormo,True
1713,CPI-SC03346B36E,291,1450,PMID:24532711,curated,RVentoTormo,True
1714,CPI-SC0FBD05A5F,915,1450,PMID:24532711,curated,RVentoTormo,True
1715,CPI-SC0AA850318,683,1450,PMID:24532711,curated,RVentoTormo,True
1716,CPI-SC00806A658,684,1450,PMID:24532711,curated,RVentoTormo,True
1717,CPI-SC0A1AC8874,685,1450,PMID:24532711,curated,RVentoTormo,True
1718,CPI-SC027A59AFB,587,1450,PMID:24032637,curated,RVentoTormo,True
1719,CPI-SC01FEEE70F,978,1450,PMID:24532711,curated,RVentoTormo,True
1720,CPI-SC03754EC20,1082,1450,PMID:24532711,curated,RVentoTormo,True
1721,CPI-SC032AE5D59,61,1450,PMID:24032637,curated,RVentoTormo,True
1722,CPI-SC0F9CBA955,686,1450,PMID:24532711,curated,RVentoTormo,True
1723,CPI-SC0243F2680,977,1450,PMID:24532711,curated,RVentoTormo,True
1724,CPI-SC0763E7AF2,916,1450,PMID:24532711,curated,RVentoTormo,True
1725,CPI-SC0B092EF65,70,1450,PMID:24532711,curated,RVentoTormo,True
1726,CPI-SC0B1D0028B,71,1450,PMID:24532711,curated,RVentoTormo,True
1727,CPI-SC0991BCC7F,973,1451,PMID:28733458,curated,LGarciaAlonso,True
1728,CPI-SC02A954FD8,230,1451,PMID:24532711,curated,RVentoTormo,True
1729,CPI-SC0FD6A26C5,144,1451,PMID:24532711,curated,RVentoTormo,True
1730,CPI-SC0B3222CB2,1043,1451,PMID:24532711,curated,RVentoTormo,True
1731,CPI-SC059A22B9E,291,1451,PMID:24532711,curated,RVentoTormo,True
1732,CPI-SC081C6762E,915,1451,PMID:24532711,curated,RVentoTormo,True
1733,CPI-SC0ACB46CDE,683,1451,PMID:24532711,curated,RVentoTormo,True
1734,CPI-SC03E162C20,684,1451,PMID:24532711,curated,RVentoTormo,True
1735,CPI-SC033C6423D,685,1451,PMID:24532711,curated,RVentoTormo,True
1736,CPI-SC0DD562B41,587,1451,PMID:24532711,curated,RVentoTormo,True
1737,CPI-SC0D06695E4,978,1451,PMID:24532711,curated,RVentoTormo,True
1738,CPI-SC07E1924FB,1082,1451,PMID:24532711,curated,RVentoTormo,True
1739,CPI-SC07F714A57,61,1451,PMID:24032637,curated,RVentoTormo,True
1740,CPI-SC0171B2960,686,1451,PMID:24532711,curated,RVentoTormo,True
1741,CPI-SC0B07BD0D1,977,1451,PMID:24532711,curated,RVentoTormo,True
1742,CPI-SC0B3B59128,916,1451,PMID:24532711,curated,RVentoTormo,True
1743,CPI-SC0EDC637EC,70,1451,PMID:24532711,curated,RVentoTormo,True
1744,CPI-SC09A9169B5,71,1451,PMID:24532711,curated,RVentoTormo,True
1745,CPI-SC0F00C86AC,973,1454,PMID:28733458,curated,LGarciaAlonso,True
1746,CPI-SC06419700D,230,1454,PMID:24532711,curated,RVentoTormo,True
1747,CPI-SC0714EE585,144,1454,PMID:24532711,curated,RVentoTormo,True
1748,CPI-SC0115378E7,1043,1454,PMID:24532711,curated,RVentoTormo,True
1749,CPI-SC0B3337FB4,291,1454,PMID:24532711,curated,RVentoTormo,True
1750,CPI-SC0DE64F872,915,1454,PMID:24532711,curated,RVentoTormo,True
1751,CPI-SC026062296,683,1454,PMID:24532711,curated,RVentoTormo,True
1752,CPI-SC0E5329148,684,1454,PMID:24532711,curated,RVentoTormo,True
1753,CPI-SC052C897AB,685,1454,PMID:24532711,curated,RVentoTormo,True
1754,CPI-SC09CB5E882,587,1454,PMID:24532711,curated,RVentoTormo,True
1755,CPI-SC01F6AC0E2,978,1454,PMID:24532711,curated,RVentoTormo,True
1756,CPI-SC0CBE0F4A0,1082,1454,PMID:24532711,curated,RVentoTormo,True
1757,CPI-SC06078DB4B,61,1454,PMID:24532711,curated,RVentoTormo,True
1758,CPI-SC0E74F7843,686,1454,PMID:24532711,curated,RVentoTormo,True
1759,CPI-SC04D905E1E,977,1454,PMID:24532711,curated,RVentoTormo,True
1760,CPI-SC0A41E0EEB,916,1454,PMID:24532711,curated,RVentoTormo,True
1761,CPI-SC02FD11A30,70,1454,PMID:24532711,curated,RVentoTormo,True
1762,CPI-SC0F2E04267,71,1454,PMID:24532711,curated,RVentoTormo,True
1763,CPI-SC0AB470FD0,973,1455,PMID:28733458,curated,LGarciaAlonso,True
1764,CPI-SC0B8DA0A10,230,1455,PMID:24532711,curated,RVentoTormo,True
1765,CPI-SC0D837BE1B,144,1455,PMID:24532711,curated,RVentoTormo,True
1766,CPI-SC067A0FAD8,1043,1455,PMID:24532711,curated,RVentoTormo,True
1767,CPI-SC0F9BC4D34,291,1455,PMID:24532711,curated,RVentoTormo,True
1768,CPI-SC063E27411,915,1455,PMID:24532711,curated,RVentoTormo,True
1769,CPI-SC06C2EDE8B,683,1455,PMID:24532711,curated,RVentoTormo,True
1770,CPI-SC07CD59D6A,684,1455,PMID:24532711,curated,RVentoTormo,True
1771,CPI-SC006CB27E1,685,1455,PMID:24532711,curated,RVentoTormo,True
1772,CPI-SC00FA2B152,587,1455,PMID:24532711,curated,RVentoTormo,True
1773,CPI-SC059D7F9EE,978,1455,PMID:24532711,curated,RVentoTormo,True
1774,CPI-SC0F73E951B,1082,1455,PMID:24532711,curated,RVentoTormo,True
1775,CPI-SC0B5A3F59F,61,1455,PMID:24532711,curated,RVentoTormo,True
1776,CPI-SC0BFCEDA56,686,1455,PMID:24532711,curated,RVentoTormo,True
1777,CPI-SC0A0207B24,977,1455,PMID:24532711,curated,RVentoTormo,True
1778,CPI-SC09FA2DFEB,916,1455,PMID:24532711,curated,RVentoTormo,True
1779,CPI-SC0C6A402E9,70,1455,PMID:24532711,curated,RVentoTormo,True
1780,CPI-SC0376B7DC8,71,1455,PMID:24532711,curated,RVentoTormo,True
1781,CPI-SC039BEEDE4,973,1456,PMID:28733458,curated,LGarciaAlonso,True
1782,CPI-SC062B25672,230,1456,PMID:24532711,curated,RVentoTormo,True
1783,CPI-SC04590CF27,144,1456,PMID:24532711,curated,RVentoTormo,True
1784,CPI-SC0277D6476,1043,1456,PMID:24532711,curated,RVentoTormo,True
1785,CPI-SC0B4E996CD,291,1456,PMID:24532711,curated,RVentoTormo,True
1786,CPI-SC0DBD2C78A,915,1456,PMID:24532711,curated,RVentoTormo,True
1787,CPI-SC0596FD9F6,683,1456,PMID:24532711,curated,RVentoTormo,True
1788,CPI-SC0889E4F05,684,1456,PMID:24532711,curated,RVentoTormo,True
1789,CPI-SC07D38F0B5,685,1456,PMID:24532711,curated,RVentoTormo,True
1790,CPI-SC07DA6989D,587,1456,PMID:24532711,curated,RVentoTormo,True
1791,CPI-SC0C1671F4D,978,1456,PMID:24532711,curated,RVentoTormo,True
1792,CPI-SC0185A7BDE,1082,1456,PMID:24532711,curated,RVentoTormo,True
1793,CPI-SC0B6D1BF72,61,1456,PMID:24532711,curated,RVentoTormo,True
1794,CPI-SC06EFB9697,686,1456,PMID:24532711,curated,RVentoTormo,True
1795,CPI-SC027A5CF3D,977,1456,PMID:24532711,curated,RVentoTormo,True
1796,CPI-SC01CC760EE,916,1456,PMID:24532711,curated,RVentoTormo,True
1797,CPI-SC0F68FD442,70,1456,PMID:24532711,curated,RVentoTormo,True
1798,CPI-SC0908CF012,71,1456,PMID:24532711,curated,RVentoTormo,True
1799,CPI-SS0BAA8AA30,973,910,PMID:29979633,curated,LGarciaAlonso,True
1800,CPI-SS0961DD05D,230,910,PMID:12775774,curated,RVentoTormo,True
1801,CPI-SS01072357C,144,910,PMID:12775774,curated,RVentoTormo,True
1802,CPI-SS075B13211,1043,910,PMID:12775774,curated,RVentoTormo,True
1803,CPI-SS02704D1B8,291,910,PMID:12775774,curated,RVentoTormo,True
1804,CPI-SS0786D3749,915,910,PMID:12775774,curated,RVentoTormo,True
1805,CPI-SS0A10C2A8F,683,910,PMID:12775774,curated,RVentoTormo,True
1806,CPI-SS0CCE526F7,684,910,PMID:12775774,curated,RVentoTormo,True
1807,CPI-SS0EE63435D,685,910,PMID:12775774,curated,RVentoTormo,True
1808,CPI-SS007954822,587,910,PMID:12775774,curated,RVentoTormo,True
1809,CPI-SS05C7CF827,978,910,PMID:12775774,curated,RVentoTormo,True
1810,CPI-SS0BD98A044,1082,910,PMID:12775774,curated,RVentoTormo,True
1811,CPI-SS0123EE122,61,910,PMID:12775774,curated,RVentoTormo,True
1812,CPI-SS03BC3A729,686,910,PMID:12775774,curated,RVentoTormo,True
1813,CPI-SS0D184698A,977,910,PMID:12775774,curated,RVentoTormo,True
1814,CPI-SS02C404F4D,916,910,PMID:12775774,curated,RVentoTormo,True
1815,CPI-SS0EBBBD522,70,910,PMID:12775774,curated,RVentoTormo,True
1816,CPI-SS0AC8C45C5,71,910,PMID:12775774,curated,RVentoTormo,True
1817,CPI-SS08D5BE130,230,140,PMID:10067895,curated,RVentoTormo,True
1818,CPI-SS0672B7F35,144,140,PMID:10067895,curated,RVentoTormo,True
1819,CPI-SS0E27F8FC9,1043,140,PMID:10067895,curated,RVentoTormo,True
1820,CPI-SS09F9914EE,291,140,PMID:10067895,curated,RVentoTormo,True
1821,CPI-SS040DBE4BA,915,140,PMID:10067895,curated,RVentoTormo,True
1822,CPI-SS04FD5CAA2,683,140,PMID:10067895,curated,RVentoTormo,True
1823,CPI-SS0084A1684,684,140,PMID:10067895,curated,RVentoTormo,True
1824,CPI-SS0568E47E6,685,140,PMID:10067895,curated,RVentoTormo,True
1825,CPI-SS067D03CAF,587,140,PMID:10067895,curated,RVentoTormo,True
1826,CPI-SS0930ADC94,978,140,PMID:10067895,curated,RVentoTormo,True
1827,CPI-SS0B2847CB4,1082,140,PMID:10067895,curated,RVentoTormo,True
1828,CPI-SS074152505,61,140,PMID:10067895,curated,RVentoTormo,True
1829,CPI-SS004B391EE,686,140,PMID:10067895,curated,RVentoTormo,True
1830,CPI-SS0705AA2B9,977,140,PMID:10067895,curated,RVentoTormo,True
1831,CPI-SS0083EFD70,916,140,PMID:10067895,curated,RVentoTormo,True
1832,CPI-SS00C692486,70,140,PMID:10067895,curated,RVentoTormo,True
1833,CPI-SS05606F8F5,71,140,PMID:10067895,curated,RVentoTormo,True
1834,CPI-SC03947D5B8,230,1436,reactome;uniprot,curated,LGarciaAlonso,True
1835,CPI-SC0CF9E0563,683,1436,reactome;uniprot;PMID:16116452,curated,LGarciaAlonso,True
1836,CPI-SC03686CF16,684,1436,reactome;uniprot,curated,LGarciaAlonso,True
1837,CPI-SC092468258,587,1436,reactome;uniprot,curated,LGarciaAlonso,True
1838,CPI-SC095AB303B,230,1442,PMID:24532711,curated,RVentoTormo,True
1839,CPI-SC07B7E6361,144,1442,PMID:24532711,curated,RVentoTormo,True
1840,CPI-SC0A49C6C7E,1043,1442,PMID:24532711,curated,RVentoTormo,True
1841,CPI-SC00BD4551E,291,1442,PMID:24532711,curated,RVentoTormo,True
1842,CPI-SC0A81AF307,915,1442,PMID:24532711,curated,RVentoTormo,True
1843,CPI-SC050F278B4,683,1442,PMID:24532711,curated,RVentoTormo,True
1844,CPI-SC051E1E7D7,684,1442,PMID:24532711,curated,RVentoTormo,True
1845,CPI-SC0D6D44FE1,685,1442,PMID:24532711,curated,RVentoTormo,True
1846,CPI-SC0E0F34C9F,587,1442,PMID:24532711,curated,RVentoTormo,True
1847,CPI-SC0B18D6471,978,1442,PMID:24532711,curated,RVentoTormo,True
1848,CPI-SC0E713417E,1082,1442,PMID:24532711,curated,RVentoTormo,True
1849,CPI-SC0EB5D8E44,61,1442,PMID:24532711,curated,RVentoTormo,True
1850,CPI-SC01EBF0CE9,686,1442,PMID:24032637,curated,RVentoTormo,True
1851,CPI-SC0E5BBC28B,977,1442,PMID:24532711,curated,RVentoTormo,True
1852,CPI-SC090AC04CE,916,1442,PMID:24532711,curated,RVentoTormo,True
1853,CPI-SC0C644006E,70,1442,PMID:24532711,curated,RVentoTormo,True
1854,CPI-SC094C611B7,71,1442,PMID:24532711,curated,RVentoTormo,True
1855,CPI-SC0DAEAA93B,230,1443,PMID:24532711,curated,RVentoTormo,True
1856,CPI-SC00A8BC9AA,144,1443,PMID:24532711,curated,RVentoTormo,True
1857,CPI-SC00A87321E,1043,1443,PMID:24532711,curated,RVentoTormo,True
1858,CPI-SC0FDB82036,291,1443,PMID:24532711,curated,RVentoTormo,True
1859,CPI-SC07B51ACC4,915,1443,PMID:24532711,curated,RVentoTormo,True
1860,CPI-SC07AB82EAB,683,1443,PMID:24532711,curated,RVentoTormo,True
1861,CPI-SC0114AE598,684,1443,PMID:24532711,curated,RVentoTormo,True
1862,CPI-SC023CE19F9,685,1443,PMID:24532711,curated,RVentoTormo,True
1863,CPI-SC0EE5FCF62,587,1443,PMID:24532711,curated,RVentoTormo,True
1864,CPI-SC07FD56C95,978,1443,PMID:24532711,curated,RVentoTormo,True
1865,CPI-SC09AD2A6B8,1082,1443,PMID:24532711,curated,RVentoTormo,True
1866,CPI-SC0D19712B9,61,1443,PMID:24532711,curated,RVentoTormo,True
1867,CPI-SC0DD16A7D0,686,1443,PMID:24032637,curated,RVentoTormo,True
1868,CPI-SC028E64C95,977,1443,PMID:24532711,curated,RVentoTormo,True
1869,CPI-SC08BD68242,916,1443,PMID:24532711,curated,RVentoTormo,True
1870,CPI-SC01153EAC0,70,1443,PMID:24532711,curated,RVentoTormo,True
1871,CPI-SC0543729D1,71,1443,PMID:24532711,curated,RVentoTormo,True
1872,CPI-SC0147DCB06,230,1444,PMID:24532711,curated,RVentoTormo,True
1873,CPI-SC029ADF8EA,144,1444,PMID:24532711,curated,RVentoTormo,True
1874,CPI-SC04F7D62D5,1043,1444,PMID:24532711,curated,RVentoTormo,True
1875,CPI-SC055AF31A9,291,1444,PMID:24032637,curated,RVentoTormo,True
1876,CPI-SC06037057B,915,1444,PMID:24532711,curated,RVentoTormo,True
1877,CPI-SC0148F76F0,683,1444,PMID:24532711,curated,RVentoTormo,True
1878,CPI-SC0782ECD47,684,1444,PMID:24532711,curated,RVentoTormo,True
1879,CPI-SC0EB633CED,685,1444,PMID:24532711,curated,RVentoTormo,True
1880,CPI-SC0675C8528,587,1444,PMID:24032637,curated,RVentoTormo,True
1881,CPI-SC0A79539F5,978,1444,PMID:24532711,curated,RVentoTormo,True
1882,CPI-SC0512E3581,1082,1444,PMID:24532711,curated,RVentoTormo,True
1883,CPI-SC0AE0AAAFB,61,1444,PMID:24532711,curated,RVentoTormo,True
1884,CPI-SC0ADD9F3A1,686,1444,PMID:24532711,curated,RVentoTormo,True
1885,CPI-SC0D32DCC97,977,1444,PMID:24532711,curated,RVentoTormo,True
1886,CPI-SC0BE1E619E,916,1444,PMID:24532711,curated,RVentoTormo,True
1887,CPI-SC0637CC9D5,70,1444,PMID:24532711,curated,RVentoTormo,True
1888,CPI-SC00BDFD604,71,1444,PMID:24532711,curated,RVentoTormo,True
1889,CPI-SC036A39C13,230,1445,PMID:24532711,curated,RVentoTormo,True
1890,CPI-SC054FD289E,144,1445,PMID:24532711,curated,RVentoTormo,True
1891,CPI-SC074888BE6,1043,1445,PMID:24532711,curated,RVentoTormo,True
1892,CPI-SC08DE61392,291,1445,PMID:24032637,curated,RVentoTormo,True
1893,CPI-SC058678C1B,915,1445,PMID:24532711,curated,RVentoTormo,True
1894,CPI-SC0EBBD9B59,683,1445,PMID:24532711,curated,RVentoTormo,True
1895,CPI-SC080C0C5A2,684,1445,PMID:24532711,curated,RVentoTormo,True
1896,CPI-SC0245AE3FF,685,1445,PMID:24532711,curated,RVentoTormo,True
