id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,curator,is_ppi
0,CPI-CS0A5B6BD7A,1364,797,HMRbase;uniprot;reactome,curated,LGarciaAlonso,False
1,CPI-CS047D9C0D7,1532,797,HMRbase;uniprot;reactome,curated,LGarciaAlonso,False
2,CPI-CS04A56D5BE,1364,1004,HMRbase;uniprot;reactome,curated,LGarciaAlonso,False
3,CPI-CS0F5B070C5,1532,1004,HMRbase;uniprot;reactome,curated,LGarciaAlonso,False
4,CPI-CS08D535BCF,1365,9,HMRbase;uniprot,curated,LGarciaAlonso,False
5,CPI-CS01C347639,1366,9,HMRbase;uniprot,curated,LGarciaAlonso,False
6,CPI-CS019C00E02,1397,9,HMRbase,curated,LGarciaAlonso,False
7,CPI-CS03629A52A,1367,421,reactome,curated,LGarciaAlonso,False
8,CPI-CS007D418BE,1368,421,reactome,curated,LGarciaAlonso,False
9,CPI-CS0C6F86DF5,1367,543,reactome,curated,LGarciaAlonso,False
10,CPI-CS030959ED1,1368,543,reactome,curated,LGarciaAlonso,False
11,CPI-CS045C37E64,1367,1072,reactome,curated,LGarciaAlonso,False
12,CPI-CS01F7D06F1,1368,1072,reactome,curated,LGarciaAlonso,False
13,CPI-CS072C12EF4,1369,23,HMRbase,curated,LGarciaAlonso,False
14,CPI-CS0B678BD26,1565,23,HMRbase,curated,LGarciaAlonso,False
15,CPI-CS016CDFE07,1370,897,HMRbase;uniprot,curated,LGarciaAlonso,False
16,CPI-SS0F66EA6BE,237,457,reactome,curated,LGarciaAlonso,True
17,CPI-SS030BB46BB,221,457,PMID:22610094;reactome,curated,RVentoTormo,True
18,CPI-SS05B2931D3,678,457,reactome,curated,LGarciaAlonso,True
19,CPI-SS057DF25C1,869,457,reactome,curated,LGarciaAlonso,True
20,CPI-CS0C94B5884,1539,457,HMRbase;uniprot,curated,LGarciaAlonso,False
21,CPI-CS0FC36F030,1540,457,HMRbase;uniprot,curated,LGarciaAlonso,False
22,CPI-SS05F45873A,301,457,reactome,curated,LGarciaAlonso,True
23,CPI-SS06190D4BE,5,457,uniprot,curated,LGarciaAlonso,True
24,CPI-SS07ACDDCD6,237,908,uniprot,curated,LGarciaAlonso,True
25,CPI-SS097A84265,237,118,uniprot,curated,LGarciaAlonso,True
26,CPI-SS012E7C8B8,1305,118,Shilts screen - VALIDATED,curated,JShilts,True
27,CPI-SC0E89A4EF0,237,1610,uniprot;PMID:27477013,curated,LGarciaAlonso,True
28,CPI-SC0FE3CE9D1,203,1610,uniprot;PMID:27477018,curated,LGarciaAlonso,True
29,CPI-SC0412566F3,205,1610,uniprot;PMID:27477017,curated,LGarciaAlonso,True
30,CPI-SC0EFFE8ACB,224,1610,uniprot;PMID:27477016,curated,LGarciaAlonso,True
31,CPI-SC06C75F978,204,1610,uniprot;PMID:27477015,curated,LGarciaAlonso,True
32,CPI-SC046AFCFE9,312,1610,uniprot;PMID:27477014,curated,LGarciaAlonso,True
33,CPI-SS080C81D37,237,227,PMID:19849849,curated,RVentoTormo,True
34,CPI-SS0CB6F5575,237,998,Shilts screen - VALIDATED,curated,JShilts,True
35,CPI-SS0DF830287,1193,998,Shilts screen - VALIDATED,curated,JShilts,True
36,CPI-SS03E7587E4,506,644,uniprot,curated,RVentoTormo,True
37,CPI-SS03E273233,489,644,uniprot,curated,RVentoTormo,True
38,CPI-SS079728E8B,490,644,uniprot,curated,RVentoTormo,True
39,CPI-SS0FF6CFDCA,303,644,uniprot,curated,RVentoTormo,True
40,CPI-CC0F3C5EBCC,1371,1372,reactome,curated,LGarciaAlonso,False
41,CPI-CC0067AC6C9,1371,1373,reactome,curated,LGarciaAlonso,False
42,CPI-CC0253C0919,1371,1375,reactome,curated,LGarciaAlonso,False
43,CPI-CC034FE836A,1371,1376,reactome,curated,LGarciaAlonso,False
44,CPI-CC0C914AC2E,1623,1376,uniprot;reactome;IUPHAR,curated,JCranley,False
45,CPI-CC09527EA82,1624,1376,uniprot;reactome;IUPHAR,curated,JCranley,False
46,CPI-CC0BB122579,1625,1376,uniprot;reactome;IUPHAR,curated,JCranley,False
47,CPI-CC079435E2F,1371,1377,reactome,curated,LGarciaAlonso,False
48,CPI-CC05C1C7836,1371,1378,reactome,curated,LGarciaAlonso,False
49,CPI-CS063516AC0,1371,209,reactome,curated,LGarciaAlonso,False
50,CPI-CS0C5C5E217,1371,562,reactome,curated,LGarciaAlonso,False
51,CPI-CS07EEAD824,1371,318,reactome,curated,LGarciaAlonso,False
52,CPI-CS073E185C7,1623,318,uniprot;reactome;IUPHAR,curated,JCranley,False
53,CPI-CS0B3DBEF59,1624,318,uniprot;reactome;IUPHAR,curated,JCranley,False
54,CPI-CS097EB096A,1625,318,uniprot;reactome;IUPHAR,curated,JCranley,False
55,CPI-CS09DCE99A5,1371,268,reactome,curated,LGarciaAlonso,False
56,CPI-CS0F7CB92EE,1623,268,uniprot;reactome;IUPHAR,curated,JCranley,False
57,CPI-CS0C30A92FB,1624,268,uniprot;reactome;IUPHAR,curated,JCranley,False
58,CPI-CS0DBFDDA4A,1625,268,uniprot;reactome;IUPHAR,curated,JCranley,False
59,CPI-CS088613CD3,1371,406,reactome,curated,LGarciaAlonso,False
60,CPI-CS08DC5A72D,1623,406,uniprot;reactome;IUPHAR,curated,JCranley,False
61,CPI-CS07BBA70D3,1624,406,uniprot;reactome;IUPHAR,curated,JCranley,False
62,CPI-CS08FB3D7C0,1625,406,uniprot;reactome;IUPHAR,curated,JCranley,False
63,CPI-CS040939107,1371,269,reactome,curated,LGarciaAlonso,False
64,CPI-CS07C64A33E,1623,269,uniprot;reactome;IUPHAR,curated,JCranley,False
65,CPI-CS078785C85,1624,269,uniprot;reactome;IUPHAR,curated,JCranley,False
66,CPI-CS0E5853674,1625,269,uniprot;reactome;IUPHAR,curated,JCranley,False
67,CPI-CS08ED696DC,1371,283,reactome,curated,LGarciaAlonso,False
68,CPI-CS0447FDDB5,1623,283,uniprot;reactome;IUPHAR,curated,JCranley,False
69,CPI-CS063D618BD,1624,283,uniprot;reactome;IUPHAR,curated,JCranley,False
70,CPI-CS067CF9C74,1625,283,uniprot;reactome;IUPHAR,curated,JCranley,False
71,CPI-CC0AFC21177,1379,1384,less_common_binding;PMID:22710174;PMID:22991378_,curated,RVentoTormo,True
72,CPI-SC0C33040A3,434,1384,PMID:22710174,curated,RVentoTormo,True
73,CPI-SC079BB7A02,435,1384,PMID:22710174,curated,RVentoTormo,True
74,CPI-SC063D5B0A1,386,1384,PMID:22710174,curated,RVentoTormo,True
75,CPI-SC0F78051B8,858,1384,PMID:22710174,curated,RVentoTormo,True
76,CPI-SC06FA9E664,240,1384,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
77,CPI-CC07611BF54,1380,1384,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
78,CPI-CC0AD71E0D3,1381,1384,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
79,CPI-CC028D7588F,1379,1385,less_common_binding;PMID:22710174;PMID:22991378_,curated,RVentoTormo,True
80,CPI-SC04091C5FD,434,1385,PMID:22710174,curated,RVentoTormo,True
81,CPI-SC0A978EC39,435,1385,PMID:22710174,curated,RVentoTormo,True
82,CPI-SC0A9057425,386,1385,PMID:22710174,curated,RVentoTormo,True
83,CPI-SC0EBF691F3,858,1385,PMID:22710174,curated,RVentoTormo,True
84,CPI-SC0D868E29E,240,1385,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
85,CPI-CC07323E253,1380,1385,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
86,CPI-CC0300AB2DF,1381,1385,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
87,CPI-CC0288FD89F,1379,1386,PMID:22710174;PMID:22991378,curated,RVentoTormo,True
88,CPI-SC00C9C81E3,130,1386,PMID:22710174,curated,RVentoTormo,True
89,CPI-SC0B3D321CC,240,1386,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
90,CPI-CC0FA8B4931,1380,1386,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
91,CPI-CC02D192370,1381,1386,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
92,CPI-CC0E6BCEC26,1379,1387,PMID:22710174;PMID:22991378,curated,RVentoTormo,True
93,CPI-SC007562F49,477,1387,PMID:22710174,curated,RVentoTormo,True
94,CPI-SC0A86600AA,676,1387,PMID:22710174,curated,RVentoTormo,True
95,CPI-SC0002A7A8F,130,1387,PMID:22710174,curated,RVentoTormo,True
96,CPI-SC01987CF29,1010,1387,PMID:22710174,curated,RVentoTormo,True
97,CPI-SC0CC98A4B4,67,1387,PMID:22710174,curated,RVentoTormo,True
98,CPI-SC0FDDA8A63,240,1387,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
99,CPI-CC04553E312,1380,1387,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
100,CPI-CC057B323A5,1381,1387,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
101,CPI-CC0021FE823,1379,1388,PMID:22710174;PMID:22991378,curated,RVentoTormo,True
102,CPI-SC0E760DE88,240,1388,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
103,CPI-CC0BDA1C176,1380,1388,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
104,CPI-CC08375F742,1381,1388,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
105,CPI-CC00485C63D,1379,1389,PMID:22710174;PMID:22991378,curated,RVentoTormo,True
106,CPI-SC020B01F65,240,1389,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
107,CPI-CC0C1E0C4B7,1380,1389,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
108,CPI-CC0E62974F4,1381,1389,PMID:22710174;PMID:22991378,curated,LGarciaAlonso,True
109,CPI-SC0DC2F1E07,803,1391,reactome,curated,LGarciaAlonso,True
110,CPI-SC01AD532CA,856,1581,uniprot,curated,LGarciaAlonso,True
111,CPI-SC0C396EE2C,856,1582,uniprot,curated,LGarciaAlonso,True
112,CPI-SC063148F3A,549,1582,uniprot,curated,LGarciaAlonso,True
113,CPI-SS0D2FABC4A,549,109,uniprot,curated,LGarciaAlonso,True
114,CPI-SC0AD2CE0A8,53,1541,reactome,curated,LGarciaAlonso,True
115,CPI-SS075189979,53,339,reactome,curated,LGarciaAlonso,True
116,CPI-SS0593F278B,53,759,reactome,curated,LGarciaAlonso,True
117,CPI-SS034C2FBA9,47,592,uniprot,curated,LGarciaAlonso,True
118,CPI-SS0B1F94CD2,164,592,uniprot;reactome,curated,LGarciaAlonso,True
119,CPI-SS09CF5B145,47,526,uniprot,curated,LGarciaAlonso,True
120,CPI-SS098F8DB82,164,526,uniprot;reactome,curated,LGarciaAlonso,True
121,CPI-SS05565175C,47,716,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
122,CPI-SS0C0E2C69C,164,716,uniprot,curated,LGarciaAlonso,True
123,CPI-SS0CC136A8D,47,537,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
124,CPI-SS0BE6DBE1A,164,537,uniprot;reactome,curated,LGarciaAlonso,True
125,CPI-SC0DF13E412,212,1435,PDB:4n0;PDB:4k7,curated,RVentoTormo,True
126,CPI-CS0A2685151,1392,4,HMRbase,curated,LGarciaAlonso,False
127,CPI-CS08489C136,1430,4,HMRbase,curated,LGarciaAlonso,False
128,CPI-CS0213DB347,1392,21,HMRbase;uniprot,curated,LGarciaAlonso,False
129,CPI-CS0F08AA106,1430,21,uniprot;PMID:3037703,curated,LGarciaAlonso,False
130,CPI-CS012A5546C,1362,21,HMRbase;uniprot,curated,LGarciaAlonso,False
131,CPI-SS02A53F29E,10,943,uniprot,curated,LGarciaAlonso,True
132,CPI-SS09A36B221,447,943,uniprot,curated,LGarciaAlonso,True
133,CPI-SS0A437E174,516,943,uniprot,curated,LGarciaAlonso,True
134,CPI-SS0DD9B3D49,159,943,uniprot,curated,LGarciaAlonso,True
135,CPI-CS0D5502736,1396,12,HMRbase;reactome,curated,LGarciaAlonso,False
136,CPI-CS0EC7F7C75,1358,12,HMRbase;uniprot,curated,LGarciaAlonso,False
137,CPI-CS0D228AF4D,1359,12,HMRbase;uniprot,curated,LGarciaAlonso,False
138,CPI-CS039E9FE7F,1357,12,HMRbase;uniprot,curated,LGarciaAlonso,False
139,CPI-CS0787D04B3,1599,12,HMRbase;uniprot,curated,LGarciaAlonso,False
140,CPI-CS0BE6576AD,1600,12,HMRbase;uniprot,curated,LGarciaAlonso,False
141,CPI-CS0E165D03D,1601,12,HMRbase;uniprot,curated,LGarciaAlonso,False
142,CPI-SS032AD1183,161,364,uniprot,curated,LGarciaAlonso,True
143,CPI-SS0DE9B07A8,795,727,uniprot,curated,RVentoTormo,True
144,CPI-SS0BAB460FF,76,727,uniprot,curated,RVentoTormo,True
145,CPI-SS0D89F86A7,1069,727,uniprot,curated,RVentoTormo,True
146,CPI-SS05996C8FD,151,508,uniprot,curated,LGarciaAlonso,True
147,CPI-SS069924427,151,645,uniprot,curated,LGarciaAlonso,True
148,CPI-SS06CCF5A54,221,456,reactome,curated,LGarciaAlonso,True
149,CPI-SS0EEECE1C4,1016,456,reactome,curated,LGarciaAlonso,True
150,CPI-SS00EFAD0D5,869,456,reactome,curated,LGarciaAlonso,True
151,CPI-SS0F739D3DB,221,420,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
152,CPI-SS0F6EC6E44,7,420,uniprot,curated,LGarciaAlonso,True
153,CPI-SS0C1332E73,1200,420,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,JCranley,True
154,CPI-SS086CB298F,1060,556,uniprot,curated,LGarciaAlonso,True
155,CPI-SS08719F19E,302,556,uniprot,curated,LGarciaAlonso,True
156,CPI-SS015B29D3F,203,2,reactome,curated,LGarciaAlonso,True
157,CPI-SC06DAC3119,203,1431,reactome,curated,LGarciaAlonso,True
158,CPI-SS00BE17C71,224,747,uniprot,curated,LGarciaAlonso,True
159,CPI-SS052119104,360,145,uniprot,curated,RVentoTormo,True
160,CPI-SS0CC966B71,547,145,uniprot,curated,RVentoTormo,True
161,CPI-SS09947DDD9,156,145,uniprot,curated,RVentoTormo,True
162,CPI-SS060790CF0,839,145,uniprot,curated,RVentoTormo,True
163,CPI-SS004C23DCE,73,145,uniprot,curated,RVentoTormo,True
164,CPI-SS09B2ACA25,940,145,uniprot,curated,RVentoTormo,True
165,CPI-SS07E5C3060,157,145,uniprot,curated,RVentoTormo,True
166,CPI-SC08032972C,825,1592,uniprot,curated,RVentoTormo,True
167,CPI-SC0BDF87EA3,575,1592,uniprot,curated,RVentoTormo,True
168,CPI-SC03B346136,825,1594,uniprot,curated,RVentoTormo,True
169,CPI-SS019ABECEC,594,717,uniprot,curated,LGarciaAlonso,True
170,CPI-SS00BD8FF72,164,717,uniprot;HMRbase;reactome,curated,LGarciaAlonso,True
171,CPI-CC0010C54C6,1398,1586,uniprot;reactome,curated,LGarciaAlonso,False
172,CPI-CC0C61DFEC5,1399,1586,uniprot;reactome,curated,LGarciaAlonso,False
173,CPI-CC03F7FB36A,1400,1586,uniprot;reactome,curated,LGarciaAlonso,False
174,CPI-CC048F01E8D,1398,1589,uniprot;reactome,curated,LGarciaAlonso,False
175,CPI-CC03C7C010D,1399,1589,uniprot;reactome,curated,LGarciaAlonso,False
176,CPI-CC0564402E8,1400,1589,uniprot;reactome,curated,LGarciaAlonso,False
177,CPI-CC06F5021B7,1398,1587,uniprot;reactome,curated,LGarciaAlonso,False
178,CPI-CC021B19C0E,1399,1587,uniprot;reactome,curated,LGarciaAlonso,False
179,CPI-CC039D8C2A7,1400,1587,uniprot;reactome,curated,LGarciaAlonso,False
180,CPI-CC036F9AC3C,1398,1590,uniprot;reactome,curated,LGarciaAlonso,False
181,CPI-CC061CCD0A0,1399,1590,uniprot;reactome,curated,LGarciaAlonso,False
182,CPI-CC0D32DC80C,1400,1590,uniprot;reactome,curated,LGarciaAlonso,False
183,CPI-CC065AB1F5E,1398,1588,uniprot;reactome,curated,LGarciaAlonso,False
184,CPI-CC066507DFB,1399,1588,uniprot;reactome,curated,LGarciaAlonso,False
185,CPI-CC0BD81688E,1400,1588,uniprot;reactome,curated,LGarciaAlonso,False
186,CPI-CC01AF691C1,1398,1591,uniprot;reactome,curated,LGarciaAlonso,False
187,CPI-CC000118AA2,1399,1591,uniprot;reactome,curated,LGarciaAlonso,False
188,CPI-CC0BEBB9C26,1400,1591,uniprot;reactome,curated,LGarciaAlonso,False
189,CPI-CC0A31C8D8B,1398,1583,uniprot;reactome,curated,LGarciaAlonso,False
190,CPI-CC0B7C148C8,1399,1583,uniprot;reactome,curated,LGarciaAlonso,False
191,CPI-CC07CAD6A4A,1400,1583,uniprot;reactome,curated,LGarciaAlonso,False
192,CPI-CC0A06D2C2D,1398,1584,uniprot;reactome,curated,LGarciaAlonso,False
193,CPI-CC0974AE49B,1399,1584,uniprot;reactome,curated,LGarciaAlonso,False
194,CPI-CC09B046394,1400,1584,uniprot;reactome,curated,LGarciaAlonso,False
195,CPI-CC0E829C954,1398,1585,uniprot;reactome,curated,LGarciaAlonso,False
196,CPI-CC071BF7D12,1399,1585,uniprot;reactome,curated,LGarciaAlonso,False
197,CPI-CC00B974CC4,1400,1585,uniprot;reactome,curated,LGarciaAlonso,False
198,CPI-CS08EE9E5CE,1398,1,uniprot,curated,LGarciaAlonso,False
199,CPI-CS033058D2B,1399,1,uniprot,curated,LGarciaAlonso,False
200,CPI-CS0C61C245A,1400,1,uniprot,curated,LGarciaAlonso,False
201,CPI-SS051AA0057,615,72,activating_interaction_from_uniprot,curated,RVentoTormo,True
202,CPI-SS0B2D99280,830,72,activating_interaction_from_uniprot,curated,RVentoTormo,True
203,CPI-SS0BA601DC4,447,809,uniprot,curated,RVentoTormo,True
204,CPI-SS0E3AA6B7B,989,809,uniprot,curated,LGarciaAlonso,True
205,CPI-SS093E05DD4,413,809,uniprot,curated,RVentoTormo,True
206,CPI-SS088C1035B,540,809,uniprot,curated,LGarciaAlonso,True
207,CPI-SS0E4E83C2E,447,267,uniprot,curated,RVentoTormo,True
208,CPI-SS081A36E07,539,267,Shilts screen - VALIDATED,curated,JShilts,True
209,CPI-SS0EDD4928A,159,267,uniprot,curated,RVentoTormo,True
210,CPI-SS0AEAEEECB,413,267,uniprot,curated,RVentoTormo,True
211,CPI-SS0AA76E0E4,540,267,uniprot,curated,RVentoTormo,True
212,CPI-SC04A52C935,131,1382,PMID:25136781,curated,LGarciaAlonso,True
213,CPI-SC0C36CD752,1052,1382,PMID:25136781,curated,LGarciaAlonso,True
214,CPI-SC07C452E3D,131,1383,PMID:22710174,curated,RVentoTormo,True
215,CPI-SC05B4B8690,1052,1383,PMID:22710174,curated,RVentoTormo,True
216,CPI-SC058533A46,143,1405,PMID:22710174;PMID:12419820,curated,RVentoTormo,True
217,CPI-SC0C403F032,329,1405,PMID:22710174,curated,RVentoTormo,True
218,CPI-SC07F8BC578,330,1405,PMID:22710174,curated,RVentoTormo,True
219,CPI-SC08AB23320,434,1405,PMID:22710174,curated,RVentoTormo,True
220,CPI-SC0DDF53DDB,435,1405,PMID:22710174,curated,RVentoTormo,True
221,CPI-SC0DA028FF9,386,1405,PMID:22710174,curated,RVentoTormo,True
222,CPI-SC0E866CD7F,858,1405,PMID:22710174,curated,RVentoTormo,True
223,CPI-SC0A76B562F,598,1405,PMID:22710174,curated,RVentoTormo,True
224,CPI-SC090BF166F,835,1405,PMID:22710174,curated,RVentoTormo,True
225,CPI-SC039AFE4AD,857,1405,PMID:22710174,curated,RVentoTormo,True
226,CPI-SC070B9F112,329,1404,PMID:22710174,curated,RVentoTormo,True
227,CPI-SC0915DDE22,330,1404,PMID:22710174,curated,RVentoTormo,True
228,CPI-SC085698C59,434,1404,PMID:22710174,curated,RVentoTormo,True
229,CPI-SC00D19A858,435,1404,PMID:22710174,curated,RVentoTormo,True
230,CPI-SC0B1EBCCC6,386,1404,PMID:22710174,curated,RVentoTormo,True
231,CPI-SC02AFDCE1F,858,1404,PMID:22710174,curated,RVentoTormo,True
232,CPI-SC0B118E8DA,835,1404,PMID:22710174,curated,RVentoTormo,True
233,CPI-SC0A1278CD8,857,1404,PMID:22710174,curated,RVentoTormo,True
234,CPI-SC0464F1C6E,329,1407,PMID:22710174,curated,RVentoTormo,True
235,CPI-SC052486D3E,330,1407,PMID:22710174,curated,RVentoTormo,True
236,CPI-SC09FC5131F,434,1407,PMID:22710174,curated,RVentoTormo,True
237,CPI-SC0C97FACEA,435,1407,PMID:22710174,curated,RVentoTormo,True
238,CPI-SC0BACF0481,386,1407,PMID:22710174,curated,RVentoTormo,True
239,CPI-SC0F5A1D137,858,1407,PMID:22710174,curated,RVentoTormo,True
240,CPI-SC061191F76,598,1407,PMID:22710174,curated,RVentoTormo,True
241,CPI-SC00694A66B,835,1407,PMID:22710174,curated,RVentoTormo,True
242,CPI-SC08FDDEC16,857,1407,PMID:22710174,curated,RVentoTormo,True
243,CPI-SC04266947A,329,1408,PMID:22710174,curated,RVentoTormo,True
244,CPI-SC01D95B14C,330,1408,PMID:22710174,curated,RVentoTormo,True
245,CPI-SC09E264612,434,1408,PMID:22710174,curated,RVentoTormo,True
246,CPI-SC0D05B755E,435,1408,PMID:22710174,curated,RVentoTormo,True
247,CPI-SC049520B40,386,1408,PMID:22710174,curated,RVentoTormo,True
248,CPI-SC0A6BE23E9,858,1408,PMID:22710174,curated,RVentoTormo,True
249,CPI-SC02AACC81C,598,1408,PMID:22710174,curated,RVentoTormo,True
250,CPI-SC02B778C0B,857,1408,PMID:22710174,curated,RVentoTormo,True
251,CPI-SC05FF723A3,329,1409,PMID:22710174,curated,RVentoTormo,True
252,CPI-SC00DB2B867,330,1409,PMID:22710174,curated,RVentoTormo,True
253,CPI-SC00CF68ED3,434,1409,PMID:22710174,curated,RVentoTormo,True
254,CPI-SC0C676F3BE,435,1409,PMID:22710174,curated,RVentoTormo,True
255,CPI-SC0D389E644,386,1409,PMID:22710174,curated,RVentoTormo,True
256,CPI-SC0079A1C11,858,1409,PMID:22710174,curated,RVentoTormo,True
257,CPI-SC011C55B71,598,1409,PMID:22710174,curated,RVentoTormo,True
258,CPI-SC0E5E4119C,835,1409,PMID:22710174,curated,RVentoTormo,True
259,CPI-SC0819046AF,857,1409,PMID:22710174,curated,RVentoTormo,True
260,CPI-SC0FB40175C,329,1410,PMID:22710174,curated,RVentoTormo,True
261,CPI-SC01C6EA11C,330,1410,PMID:22710174,curated,RVentoTormo,True
262,CPI-SC0D6D4E48B,434,1410,PMID:22710174,curated,RVentoTormo,True
263,CPI-SC0F6C8C336,435,1410,PMID:22710174,curated,RVentoTormo,True
264,CPI-SC05824EDF4,386,1410,PMID:22710174,curated,RVentoTormo,True
265,CPI-SC0722594B0,858,1410,PMID:22710174,curated,RVentoTormo,True
266,CPI-SC09AFF0384,598,1410,PMID:22710174,curated,RVentoTormo,True
267,CPI-SC089058CD0,835,1410,PMID:22710174,curated,RVentoTormo,True
268,CPI-SC06C46F1A9,857,1410,PMID:22710174,curated,RVentoTormo,True
269,CPI-SC0D0822443,434,1390,PMID:22710174,curated,RVentoTormo,True
270,CPI-SC00DF87C38,435,1390,PMID:22710174,curated,RVentoTormo,True
271,CPI-SC04771EF53,386,1390,PMID:22710174,curated,RVentoTormo,True
272,CPI-SC0BD23E626,858,1390,PMID:22710174,curated,RVentoTormo,True
273,CPI-CC0A69D0835,1403,1406,PMID:1218020110,curated,LGarciaAlonso,True
274,CPI-CS0569B9B91,1405,564,3evs;_PDB_complex_higher_affinity,curated,RVentoTormo,True
275,CPI-SS0D3064F3D,748,691,PMID:19564354,curated,RVentoTormo,True
276,CPI-SS0F0D7F25C,547,793,uniprot,curated,RVentoTormo,True
277,CPI-SS0FC42EC80,73,793,uniprot,curated,RVentoTormo,True
278,CPI-SS060B846D1,940,793,uniprot,curated,RVentoTormo,True
279,CPI-SS0BD5C2A23,722,793,uniprot,curated,RVentoTormo,True
280,CPI-SS0E063192D,62,793,uniprot,curated,RVentoTormo,True
281,CPI-SS0D5E30C6C,687,793,uniprot,curated,RVentoTormo,True
282,CPI-SS0627D0E22,901,793,uniprot,curated,RVentoTormo,True
283,CPI-SS05A6C9EC5,547,431,uniprot,curated,RVentoTormo,True
284,CPI-SS02B906C26,722,431,uniprot,curated,RVentoTormo,True
285,CPI-SS053613259,62,431,uniprot,curated,RVentoTormo,True
286,CPI-SS08330207B,859,913,PMID:31204070;uniprot,curated,LGarciaAlonso,True
287,CPI-SS0879B8E95,142,913,PMID:21959263,curated,RVentoTormo,True
288,CPI-SS019C98396,88,913,uniprot,curated,RVentoTormo,True
289,CPI-SS0110361CB,182,913,uniprot,curated,RVentoTormo,True
290,CPI-SC0A2DB962D,331,1507,PMID:12392763,curated,RVentoTormo,True
291,CPI-SC04BCFC59C,199,1507,uniprot,curated,RVentoTormo,True
292,CPI-SC03D0A4AD2,266,1507,uniprot,curated,RVentoTormo,True
293,CPI-SC09C62F412,200,1507,uniprot,curated,RVentoTormo,True
294,CPI-SC06A152CC0,201,1507,uniprot,curated,RVentoTormo,True
295,CPI-SC03515B178,202,1507,uniprot,curated,RVentoTormo,True
296,CPI-SC046604E76,274,1507,uniprot,curated,RVentoTormo,True
297,CPI-SC0926FDACC,718,1507,uniprot,curated,RVentoTormo,True
298,CPI-SC072376C7B,663,1507,uniprot,curated,RVentoTormo,True
299,CPI-SC0C287AFC3,496,1507,uniprot,curated,RVentoTormo,True
300,CPI-SC0FDD31EAB,773,1507,uniprot,curated,RVentoTormo,True
301,CPI-SC0681DB40E,417,1507,uniprot,curated,RVentoTormo,True
302,CPI-SC0345262E7,247,1507,uniprot,curated,RVentoTormo,True
303,CPI-SC0D5418330,462,1507,uniprot,curated,RVentoTormo,True
304,CPI-SC0CCB0D955,325,1507,uniprot,curated,RVentoTormo,True
305,CPI-SC01A5C5096,326,1507,uniprot,curated,RVentoTormo,True
306,CPI-SC084C79E20,327,1507,uniprot,curated,RVentoTormo,True
307,CPI-SC0A6F94686,34,1507,uniprot,curated,RVentoTormo,True
308,CPI-SC00D0AFED0,33,1507,uniprot,curated,RVentoTormo,True
309,CPI-SC05640277E,723,1507,uniprot,curated,RVentoTormo,True
310,CPI-SC0B3564B15,478,1507,uniprot,curated,RVentoTormo,True
311,CPI-SC0F94B7D8F,455,1507,uniprot,curated,RVentoTormo,True
312,CPI-SC00065C95C,416,1507,uniprot,curated,RVentoTormo,True
313,CPI-SC0A916E0E2,775,1507,uniprot,curated,RVentoTormo,True
314,CPI-SC0BB68FB34,774,1507,uniprot,curated,RVentoTormo,True
315,CPI-SC0B5CEA47D,731,1507,uniprot,curated,RVentoTormo,True
316,CPI-SC0C8B7BCBB,324,1507,uniprot,curated,RVentoTormo,True
317,CPI-SC0D3C12C3F,345,1507,uniprot,curated,RVentoTormo,True
318,CPI-SC0B86B7CED,949,1507,uniprot,curated,RVentoTormo,True
319,CPI-SC0FA343CEF,826,1507,uniprot,curated,RVentoTormo,True
320,CPI-SC0CCCF9A7F,735,1507,uniprot,curated,RVentoTormo,True
321,CPI-SC0E85E1FB0,573,1507,uniprot,curated,RVentoTormo,True
322,CPI-SC0956F4A31,740,1507,uniprot,curated,RVentoTormo,True
323,CPI-SC06EEEC092,1063,1507,uniprot,curated,RVentoTormo,True
324,CPI-SC04BD52124,574,1507,uniprot,curated,RVentoTormo,True
325,CPI-SC0BDD04147,790,1507,uniprot,curated,RVentoTormo,True
326,CPI-SC0D5DDAD29,1033,1507,uniprot,curated,RVentoTormo,True
327,CPI-SC0D10396B4,930,1507,uniprot,curated,RVentoTormo,True
